date,region_id,region,value,change,lagged_change
2020-04-30,394358,"Baltimore, MD",212613.0,0.14601771995685908,0.45328727909341726
2020-05-31,394358,"Baltimore, MD",213006.0,0.1848428835489857,0.14601771995685908
2020-06-30,394358,"Baltimore, MD",212796.0,-0.0985887721472678,0.1848428835489857
2020-07-31,394358,"Baltimore, MD",200295.0,-5.874640500761297,-0.0985887721472678
2020-08-31,394358,"Baltimore, MD",202126.0,0.914151626351134,-5.874640500761297
2020-09-30,394358,"Baltimore, MD",205187.0,1.5144019077209192,0.914151626351134
2020-10-31,394358,"Baltimore, MD",213955.0,4.273175201157975,1.5144019077209192
2020-11-30,394358,"Baltimore, MD",215867.0,0.8936458601107811,4.273175201157975
2020-12-31,394358,"Baltimore, MD",220302.0,2.054505783653826,0.8936458601107811
2021-01-31,394358,"Baltimore, MD",220547.0,0.11121097402655433,2.054505783653826
2021-02-28,394358,"Baltimore, MD",223693.0,1.4264533183403039,0.11121097402655433
2021-03-31,394358,"Baltimore, MD",225077.0,0.618705100293715,1.4264533183403039
2021-04-30,394358,"Baltimore, MD",227799.0,1.2093639065742012,0.618705100293715
2021-05-31,394358,"Baltimore, MD",230618.0,1.2374944578334324,1.2093639065742012
