RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021
395015,126,"Reading, PA",Msa,PA,71135,70905,70526,69539,68503,67232,66509,65562,65409,65335,65721,65565,65423,65115,65316,65728,66185,67110,67483,68287,67841,67364,66396,66327,66361,66279,65501,65000,64868,64881,64707,64477,64612,64992,65197,65215,64905,64999,65203,65424,65469,65135,65198,65445,65864,65778,65931,66415,67717,68586,69042,68847,68306,67923,67488,67070,66951,66907,67150,67008,66363,65576,65282,66098,67284,68641,69450,70027,70106,70737,71186,71790,72381,73268,74050,73841,73689,73494,73905,74072,74399,74433,74430,74591,75066,75789,76321,76979,77494,77839,78078,78650,79195,80063,80944,81415,81375,81407,82151,83171,84014,84851,85522,86458,87522,88473,89420,90545,91763,92595,92641,92969,93198,93640,94566,95354,96529,96871,97425,98247,99897,101127,102527,103458,105087,106419,107318,108445,109384,110441,110833,111397,111405,111916,111957,112306,112479,113098,114243,115769,116795,118170,119137,119504,119870,120469,121731,122337,122629,122452,121578,119127,116791,115132,115168,115394,115203,114218,113251,112527,112379,112290,112378,112792,113326,113828,113525,113165,112942,113176,113232,113273,112484,112176,111410,111165,110351,108871,107366,105659,104365,103526,102638,102000,101001,99752,98728,97519,96878,96555,96420,96449,95956,95149,94549,94059,94603,94625,95198,95378,95749,95808,95490,95409,95777,96412,96667,96663,95690,95646,95185,95648,95394,95185,95430,95715,95765,95269,95113,95084,95546,95262,95182,94760,95105,95623,96008,95886,95568,94869,94271,94141,94674,95371,95564,95845,95945,96163,95872,95936,96657,98753,100328,100881,100149,99882,100268,100380,100483,100367,100964,101459,101372,100538,100273,100773,101894,102363,102656,103267,103662,104013,103923,103971,104617,105322,105844,106098,106342,106999,107482,107697,107947,108211,108859,109415,109898,110361,110893,111395,112380,113481,114468,115056,115648,116455,116745,117259,117556,118018,118673,119252,120048,120391,121332,122560,123933,125272,127028,128757,130736,132794,134861,137266,139426,142083
394421,127,"Brownsville, TX",Msa,TX,,,,,,,,,,,,,,49355,49919,50631,51581,52096,51928,51850,51806,52088,51720,51631,51327,51433,51013,50438,50077,50141,50762,51065,51296,50952,51615,51728,52148,51678,51866,51652,51685,51849,52401,53049,53464,53844,53780,53845,53779,54245,54302,54238,53648,53028,52551,52301,52370,52756,53054,53096,52987,52952,52957,53343,53832,54126,54048,53745,53516,53083,52766,53208,53782,54311,54380,54231,54218,54604,55065,55398,55364,55650,55997,55859,55396,54986,55162,55535,55527,55152,54829,54822,55178,55437,55817,56333,57096,57780,58190,58716,59674,61161,62527,63906,64945,65639,65928,66310,66989,67562,68010,68238,68429,68236,67992,67763,67890,68489,69206,69878,70131,70525,71062,71732,72377,72913,73595,74204,74615,74848,75002,75246,75627,76112,76671,77069,77389,77160,77197,77254,77740,77899,77802,77876,78093,78662,79046,79089,79720,81819,83443,84091,83850,84417,86088,87015,87564,86977,86681,87150,86194,84461,82805,82980,83699,83744,83419,82866,82448,81778,81448,80774,80559,80151,79519,79105,78695,78536,77552,77126,77326,78679,79173,79310,79607,80246,81142,80750,80032,79171,78627,78584,77497,76609,75984,75951,75946,75560,75356,74678,74481,74301,74554,73885,73528,72891,72778,72388,71942,71310,70705,70973,71153,71436,71456,72072,72822,73054,72878,72954,73326,74387,74942,75534,75946,76310,76510,76355,76157,76234,76565,76979,77132,76783,76687,76530,76344,75690,75542,75484,75678,76015,76059,75942,75859,76183,76691,76945,77152,77981,78354,78879,78882,78691,78849,78958,79188,79328,79207,79297,79380,79664,80140,80353,80864,81440,81510,81730,81833,81953,82151,82222,82611,82548,82654,83048,83626,84387,85272,85843,86137,86243,86707,87210,87383,87532,87929,88894,89677,90373,91167,91704,92458,93460,94776,96231,97790,99695,101436,102766,104269,105914,107701,110064,112631,115298
394746,128,"Killeen, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73667,73685,73811,73798,73746,73628,73692,74105,74401,74562,74769,74948,75352,75527,75966,76241,76565,76855,77181,77148,77090,76945,76507,76242,76005,76101,75163,74561,74057,74108,73797,72892,72287,71857,72181,72291,72218,71758,71921,72572,73039,72655,71831,71920,71841,72478,72022,71451,69848,68936,68432,67454,66359,65462,65707,65840,66187,65063,64328,63909,64832,65331,64729,64064,63832,64259,63998,63585,63008,62968,63087,62642,62558,62233,62752,62340,61365,60111,59185,58554,57486,57083,56998,57653,57132,56489,55750,56321,57682,58638,59847,60582,62038,62713,62543,62114,62227,63014,63580,63509,62741,62554,62150,62029,61230,60613,60511,60611,60726,60738,60754,60819,60898,60605,60199,59761,59812,59989,60645,60812,60994,60240,59716,59433,59705,59911,60176,60546,61235,61905,61924,61929,62068,63301,64278,65222,65810,66830,67534,68169,68302,68291,68339,68838,69240,69022,69258,69272,69701,69714,70699,71661,72633,73144,73228,72884,72843,73572,74346,75235,75476,75865,75381,74754,74052,74474,75916,77758,79056,79571,79759,80040,80775,81272,81640,82046,82890,83594,83838,83941,84053,84110,84154,84420,85003,86208,87636,88964,89543,89832,90457,91406,92780,94721,97100,99502,101824,104025,106643,109781,113835
394439,129,"Canton, OH",Msa,OH,51152,50647,50360,49809,49712,49705,49706,49727,49728,49658,49468,49302,49366,49819,50407,51149,51415,51683,52142,52663,53174,53720,54505,55470,56086,56662,57155,57525,57719,58051,58358,58769,59400,60217,61134,61831,62789,63222,63373,63318,63932,64285,64315,64197,64218,64684,64992,65300,65216,65629,66377,67301,67433,67327,67716,68300,69046,69106,69290,69111,69249,69060,68853,68554,68824,69411,69572,69444,68885,68296,67925,68069,67987,67845,67580,67771,67605,67477,67439,67754,68028,68894,69235,69818,70465,71350,71993,72056,72539,73115,73893,74465,75250,75764,76286,76085,75904,75850,76224,76644,76367,75881,75115,74229,73395,72323,72042,71937,72191,72025,71715,71635,72169,72821,73728,74928,75905,76859,76964,77366,77443,77807,78049,78188,78297,78579,78628,78392,78167,78350,78899,79243,79464,79399,79219,79289,78982,78386,77548,76893,76231,75198,74087,73143,72507,71995,71560,70456,69756,69202,69178,68780,68333,68082,68206,68083,67930,67461,67369,67144,66933,66484,65898,65569,65586,65735,65482,65292,64914,65105,64771,65165,64915,64711,64242,63735,63122,62339,61778,61137,60576,59642,59192,58607,58168,57544,56955,56741,56592,56486,56128,55824,55378,55232,54800,54175,53856,54010,54492,54557,54291,54094,54140,54429,54742,54776,54743,54884,55103,55092,54811,54541,54548,54480,54148,53572,53034,52754,52632,52478,52142,51696,51351,51089,50969,50796,51037,51268,51748,51888,51992,52189,52650,53338,53985,54685,55091,55580,55577,55725,55455,55701,55978,56266,56154,56126,56115,56091,56048,56018,56277,56555,57050,57445,57846,58292,58838,59091,59290,59610,60206,60903,61584,62189,62708,62909,63263,63363,63623,63949,64510,65159,65702,65825,65722,65615,65963,66694,67168,67878,68392,69142,69630,70067,70265,70715,71092,71617,72040,72549,73097,73668,74174,74521,74757,75087,75788,76534,77518,78480,79375,80162,81121,82098,83313,84656
394372,130,"Beaumont, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38057,38283,38546,38842,38983,38932,38957,38936,38994,39071,39168,39248,39329,39484,39528,39716,39953,40402,40616,40926,41051,41305,41538,41841,42103,42032,41829,41658,41815,42024,42510,42891,43495,43600,43759,43741,44023,44439,45070,45634,46133,46774,47258,47866,48143,49057,49741,50682,51050,51393,51536,51773,51801,51675,51683,51859,52163,52085,51896,51717,51784,51924,52036,52159,52481,52873,53081,53246,53565,54092,54869,55342,56091,56578,57220,57559,57693,57758,57929,58122,58349,58469,58542,58560,58067,57774,57375,57429,57745,58088,58272,58216,57783,57323,56769,56605,56626,56586,56558,56378,56021,55663,55378,55215,55084,55047,54944,54811,54571,54373,54187,53956,53865,53619,53416,53146,52943,52749,52702,52668,52840,52928,53003,52973,52781,52777,52687,52660,52601,52497,52426,52293,51870,51574,51318,51375,51429,51453,51649,51924,52244,52482,52702,52801,53330,53930,54662,54905,55129,55363,55620,55720,55890,56158,56262,56476,56582,56697,56639,56873,57272,57582,57712,57934,58248,58545,58802,59015,59241,59430,59619,59647,59703,59697,59854,59905,59957,59953,60276,60658,60752,60548,60239,60341,60405,60627,60510,60359,60361,60591,60886,60923,61103,61280,61646,61692,61734,61628,61926,62333,62474,62304,61924,61995,62156,62902,63523,64149,64508,65056,65454,65974,66275,66593,66582,66421,66515,66738,67164,67480,67678,67832,67966,68412,68677,69375,69946,70938,71887,72017,71775,71347,72386,73657,74985,75437,76245,76737,77523,77893,78085,78665,79405,80294,80034,79487
394820,131,"Manchester, NH",Msa,NH,,81044,80078,80339,80611,81022,81398,81004,81039,81239,81991,84039,86230,88859,90697,90899,90652,91007,91645,93547,94814,96130,96429,94986,93141,90619,90931,92492,94041,94283,94283,94086,94131,93805,94172,94298,94995,95840,96417,97020,97744,99084,100414,101982,103232,104398,105163,106036,107363,109111,110210,110821,110789,111066,111683,112361,113419,115392,117858,120524,122299,124098,126235,128610,131698,134615,136945,138741,140358,141517,142297,143546,145428,147169,148451,150010,151800,153672,155581,157802,159964,162609,165627,168683,171115,173612,176186,178083,179394,180865,182946,184601,186788,188291,189931,190517,191978,193226,194799,196778,199041,201210,202900,204790,206216,207804,209191,211066,212805,214790,216927,219181,220739,222034,223483,225493,227309,228636,229549,230549,231030,231099,230970,230308,230789,230750,230881,229816,228749,227554,226633,226039,225911,225364,224595,223177,224046,224900,226591,226553,227080,226469,225105,224305,222959,221856,219274,217760,210530,203013,194186,190645,186940,184948,183817,180525,178318,176969,177802,177646,177349,177915,179225,179552,179771,178908,177476,176015,174709,172204,169424,166217,166458,166711,165453,161180,157069,156087,156339,156596,154781,152517,150523,148956,146441,142829,139804,138133,136209,131631,125677,121610,118667,116999,113743,111851,110126,109778,109406,109292,108746,108436,108703,109021,108898,108586,108940,109266,109254,108574,108412,108432,109103,110018,110508,109928,109519,109275,109500,109428,109428,109563,109276,108628,107930,107997,108745,109759,110870,111518,112044,112043,112321,112799,113873,114970,115618,114901,114192,113934,113856,113683,113872,114567,115423,115474,115329,115356,116109,117509,118645,119101,119799,120835,121644,122327,122846,124296,125377,126393,127138,128260,129664,131034,132087,132743,133597,134357,134938,135001,135365,136181,136992,137225,136961,137246,137781,138691,138784,138724,139237,140131,141095,141308,141375,142059,142670,143585,144863,146722,149381,151277,152264,152904,153841,155633,157641,159437,161664,163555,165242,166498,167689,169850,172708,175938
395048,132,"Salem, OR",Msa,OR,76659,76978,77194,77716,78055,78426,78823,79420,80054,80789,81249,81959,81673,81667,81618,82425,83239,83735,84321,84822,85468,85846,86052,86812,89161,91568,93442,93578,94284,95460,96707,97579,98115,98982,101022,101402,101763,100993,101144,102095,102663,103351,103186,103162,103169,103034,102662,102001,100535,99427,99335,99770,100034,99849,100064,100249,100605,100747,100666,101237,102883,104928,105218,104187,103061,102738,102747,102812,103126,103714,104166,104326,103665,102775,102927,103796,105242,105957,106584,106822,106781,106493,106778,107256,107588,107661,107257,107237,106883,107355,107857,109216,110210,111388,111845,112905,114419,115985,117714,118970,120573,121041,120920,120114,119859,119483,119480,119401,119822,120768,121809,123218,123670,123894,124574,126017,127921,130443,133041,135152,136428,137390,138433,138801,140521,143404,146819,149213,150553,151616,152606,153871,154579,155178,155350,156572,158193,160075,160974,160501,160312,159946,159880,159179,159009,159092,159319,158869,155921,152180,148853,148965,148959,148551,146918,145759,144627,143514,142256,140925,140527,140241,140607,139438,138551,137638,137903,138361,138740,138203,137328,136516,135815,134671,132519,130444,128677,126652,124182,120682,117948,116127,115077,113781,112212,110754,109638,108565,107414,106656,105708,105664,105415,105476,105305,105246,105328,106094,106953,107799,107876,108286,109307,110031,110559,109909,109421,109394,110380,111295,111988,112211,113037,113986,114747,115759,116751,118397,119741,120843,121035,121067,120666,121322,121988,122830,123687,124459,124810,125131,125575,125896,126648,127167,128812,129475,130647,131417,132257,132973,133863,135048,136188,137595,138847,140324,141585,143155,143866,144164,144420,144857,145596,146481,147571,149379,150533,152009,152949,154120,155767,157705,159545,161614,163677,165657,167633,168920,170803,172134,174357,177250,180220,182204,183858,184566,185673,186327,188168,189980,192062,192756,192124,190916,190693,192534,194453,196788,198887,201137,202115,202217,202075,204413,208359,212669,215502,217319,219473,221923,224555,227550,231173,235921,240795,244613
394327,133,"Anchorage, AK",Msa,AK,103261,103386,102577,101966,101670,102304,102834,102887,103211,103459,103857,103506,103401,103487,104883,105695,107173,107765,108719,108743,108273,107670,106644,105918,105045,104156,103539,103102,100362,97030,93541,92753,92154,91703,91183,92123,93039,92898,91280,89755,89508,89521,89234,88780,88272,88148,88609,87655,85671,82482,81066,80011,79779,79345,79517,78484,77284,75906,75118,74750,75219,77134,78920,80404,81588,82323,82931,84209,85686,86953,87120,87463,88092,88583,88910,89193,89077,89511,89699,89811,89744,90096,91059,91879,92319,92532,92802,93308,94142,94844,95416,95534,95839,96123,96481,96754,96803,97447,97752,98296,98012,98248,98881,100127,101342,102050,102673,103338,104431,105420,106667,107569,109172,110080,110978,111565,112441,113615,114884,116048,117285,117947,118618,119119,119276,119874,120306,121204,121717,122484,122990,123511,123560,124029,124473,125418,126429,127322,127959,128392,128603,128679,128423,128434,128566,128097,127208,125896,125435,125264,125781,125962,126430,126433,126408,126172,125842,126765,127853,129071,129272,128909,127891,126675,125944,125946,126805,127089,127536,126941,126999,127203,127624,127916,128238,129306,129569,129286,128167,128270,128474,128849,128239,127262,126420,126320,126684,126578,126753,127041,127530,127750,127762,127988,128311,128930,129218,128663,127599,126617,125864,125079,124926,124211,124165,123576,123798,123723,124024,124816,125786,126777,127702,129120,130390,131644,131793,132148,132370,132507,132751,132753,133642,134503,135096,134931,134052,133755,134064,134644,134733,135177,135790,136668,136442,136078,135358,135115,134887,134873,134679,134696,134827,135038,134740,134157,133765,133441,133570,133549,134002,133994,134108,133716,133561,133336,133472,133469,133459,133549,133498,133147,132593,132636,132971,133283,133028,132527,132329,132735,133413,134165,133446,131678,129644,128488,128256,129724,131936,135382,136709,138226,138845,140371,144304,148491,153129,154370,156325,156800,157404,156810,158549,159976,162136,162766,162828,163497,164168,167327,169535,172125,174526,177466,179934,182728
394520,134,"Davenport, IL",Msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71959,71965,72070,72187,72543,73038,73394,73524,73229,73572,73888,74434,74701,75165,75494,75627,75255,74826,74415,74174,74303,73754,73314,72390,72002,71368,70883,70484,70252,69738,69402,69338,69611,69406,68997,68762,68231,67849,67515,67635,67821,68065,68359,68350,68148,68209,68437,68818,69334,69697,69960,70160,70692,71247,71422,71500,71355,71794,72170,72613,72823,73288,73599,73563,73058,72752,72660,72865,73144,73127,73077,73109,73310,73378,73541,73933,74588,75076,75622,76006,76364,76500,76404,76302,76346,76474,76488,76256,75977,75816,75462,74973,74355,74156,74209,74150,73653,73078,72581,72231,71733,71381,71159,71206,71226,70875,70482,70046,70056,70063,70238,70515,70926,70699,70349,69881,69883,69953,70126,70123,69878,69373,68797,68095,67417,67212,67244,67253,66995,66677,66204,65753,65337,65318,65403,65456,65422,65223,64836,64509,64175,64144,64114,64539,65066,65612,65858,66125,66470,66776,67172,67322,67504,67370,67424,67421,67455,67252,66921,66581,66351,66496,66636,66886,67246,67721,68093,68010,67935,68081,68714,69549,70173,70636,70936,71381,71430,71617,71835,72411,72456,72263,71940,71504,71148,70571,70349,70214,70535,70762,70873,70743,71152,71708,72400,72913,73422,73847,74028,74104,73768,73590,73460,73409,73095,72775,72044,71679,71413,71848,72249,72528,73399,73898,74526,75117,76229,77233,78659,79741,80577,80876,81588,82821,83564,84260,84686,85246,85049,85297,85153,85825,86125,86412,85684,84310,83251,82658,83181,83234,83670,83286,83400,83048,83090,83283,84069,85160,86189,87032,87166,87680
394972,135,"Peoria, IL",Msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,55992,54924,54324,53058,52322,51595,50971,50502,50377,50298,50091,49873,49850,50294,50560,50883,50828,51156,51472,51834,51797,51845,52116,52709,53191,53642,53869,53895,53828,53302,53061,52526,52191,51845,51851,51519,51050,50415,50393,50711,51023,51615,51721,52254,52686,53208,53295,53548,53917,54593,54977,55050,55059,54833,55043,54886,55028,54999,55075,54945,54872,54551,54461,54449,54465,54425,54194,54116,53683,52926,52820,53140,53906,54390,54608,54842,54986,55209,55468,55749,56419,57683,57818,57327,55849,55214,54559,53983,53514,53387,53254,53063,52648,52361,52356,52696,53295,53691,53972,53982,54041,54186,54646,55285,55914,56144,56536,57030,57613,57932,58370,59249,59957,60281,60261,59959,59564,59122,58827,58297,57938,57777,57884,57841,57863,57817,57840,57997,58361,58956,59456,59804,59686,59230,58711,58061,57459,56871,56328,55944,55485,55076,54440,53971,53698,53338,52742,52274,52045,52014,51754,51236,50746,49981,49202,48564,48394,48852,49096,49053,48717,48510,48478,48567,48670,48930,49330,49512,49407,49109,49316,49676,49912,49636,49423,49075,48780,48483,48450,48318,48025,47361,46686,46091,45746,45673,45523,45469,45332,45159,44815,44932,45124,45498,45629,45860,46020,46300,46528,47290,47863,48396,48299,47973,47688,47515,47315,47072,46911,46607,46328,45128,44174,43106,43114,42985,42920,42496,42346,42038,41814,41583,41541,41711,41808,42072,41799,41671,41512,41901,42185,42659,42857,43029,42833,42716,42597,42647,42806,42922,42928,42771,42379,41869,41307,40871,40530,40429,40534,40651,40717,40633,40653,40572,40735,40742,40884,40937,41276,41598,41853,41995,42086,42112,42085,41952,41971,42097,42336,42572,42647,42641,42641,42735,42941,43322,43765,44404,44904
394898,136,"Myrtle Beach, SC",Msa,SC,,,,,,,,,,,,,,,,,,,,,,,70031,70712,71550,73016,74382,75238,75977,76838,77833,78764,79482,80089,80646,81047,81262,81317,81438,81958,82592,82808,82782,82730,82840,82990,83033,83276,83267,83469,83493,83850,84005,84294,84406,84467,84574,84589,84770,84788,84896,84954,85093,85206,85318,85446,85533,85594,85510,85600,85542,85605,85568,85343,85301,85082,85227,85150,85368,85563,85848,86007,86267,86623,86958,87413,87687,87992,88107,88336,88489,88826,89169,89669,90111,90443,90908,91437,92029,92927,93977,95255,96308,97305,98556,99799,101263,102851,105086,107196,109589,111910,114462,117476,121086,125090,128839,132656,136573,140594,143400,146758,150128,153563,156449,158047,159441,159617,159770,159874,159260,158268,156885,155574,154114,152523,151142,149827,148059,146452,144680,143193,141934,140540,139681,138190,136305,133833,131244,129280,127285,125687,124188,122101,119270,116327,113455,110866,108309,106065,103785,101288,99007,96738,94756,92579,91285,90420,90018,89500,88746,88112,87474,86744,85801,84893,83633,82794,81976,81036,79850,78206,77452,76537,75973,75363,75153,75080,75038,75090,74754,74743,74499,75053,74817,75079,74952,75054,74822,74403,74442,74404,74737,74784,75010,75030,75626,76187,77166,77985,78946,79948,80480,81126,81803,82462,83054,83451,83610,83236,82741,82628,82725,82868,83273,83502,83148,82718,82544,82840,83164,83732,84054,84086,84046,83955,83750,83437,83766,84497,85345,85695,85761,85556,85580,85674,85665,85969,86477,87338,87932,88113,87730,87515,87487,88042,88571,89271,89977,90334,90544,90609,90751,90958,91627,92266,93325,94116,94928,95402,95770,96252,96708,97234,97658,98239,98738,99589,99862,100024,99801,99884,100190,100416,100711,100715,101025,101197,101370,101146,101311,101686,102436,102687,102755,102930,103395,104137,104777,105550,106393,107489,108592,109763,110979,112683
394875,137,"Montgomery, AL",Msa,AL,61793,61817,61858,62027,62316,62516,62695,62798,63138,63037,63341,63686,63972,63937,63838,64000,63984,63926,64158,64338,64291,64936,64736,64459,64041,64521,64878,64703,64442,64548,64105,63761,63293,62756,62819,62889,63227,62906,63148,63510,64073,64313,64805,65679,66451,67075,67123,67274,67549,68046,68233,68544,68849,69330,69777,69931,70317,70407,71071,71621,72145,72270,72442,72455,72320,72071,72134,72014,71897,72091,72429,72440,71962,71656,71439,71406,71080,70720,70120,69951,69735,69230,68650,68475,68850,68940,68528,68097,68336,68827,69039,68717,68377,68213,67719,67243,66640,66678,67182,67537,67689,67697,68304,69182,70091,71178,72225,73026,73573,73863,74150,74557,75056,75607,76006,76320,76839,77116,77648,78288,79248,80194,81064,81914,82622,83112,83539,83932,84054,84218,84674,85456,86243,86752,87238,87249,86976,86503,86744,87645,88152,88670,89011,90005,90218,90581,90413,90770,91511,93027,93274,91969,90798,89570,88036,85764,83593,82214,80818,80595,79504,78296,76746,76294,76620,77002,77454,76680,77419,77310,77633,76026,75044,73615,72337,71388,70449,69186,67517,66435,65294,64265,63606,63192,63129,62964,63159,62652,61689,60998,60998,61803,61853,61672,60928,61046,61027,61141,61472,61589,61759,62249,63479,64249,63535,62507,61779,61648,61596,62234,62937,64262,65123,65589,63914,62273,62710,64792,66812,67248,67401,67056,66526,65827,65283,65052,65929,67124,67536,66784,66159,66250,66390,65932,65560,65122,65003,64579,64286,63464,62215,61284,60733,60932,60831,61159,60685,60598,60886,61839,62154,62066,63320,64801,65905,64906,64454,64022,64776,65090,65405,64953,65486,66911,67113,66600,65318,65941,66438,67600,68273,68782,68462,68324,68103,67737,67597,67507,68474,69555,70663,70844,70658,70745,70962,71330,70941,70796,70773,71528,71572,71677,71680,72360,72827,73369,74372,75350,76811,78028,79300,80172,81349,82173,83197,84137
395051,138,"Salisbury, MD",Msa,DE,90855,90668,90593,90188,89984,89692,89691,89462,89262,88916,88728,88530,88426,88322,88290,88454,88503,88527,88371,88530,88809,89278,89487,89689,89907,90283,90447,90635,90599,90954,91051,91223,91136,91147,91300,91609,91710,91687,91664,91816,92148,92344,92600,92868,93371,93880,94455,94916,95534,96104,96741,97284,98013,98859,99902,100880,101839,102772,103672,104827,105986,107455,108888,110715,112309,114039,115646,117569,119369,121238,123121,125087,127276,129549,132193,134877,137862,140664,143493,146252,149381,152977,157042,161174,165022,168342,171318,174021,177082,180403,183603,186238,188691,191038,193086,195091,197224,199981,202306,204684,206246,207877,209547,211961,214683,217613,220933,224299,227676,230747,233948,237147,241040,245420,250224,254510,258405,261931,264743,267387,270184,271829,273939,275538,277565,278279,278088,278047,277320,275952,274176,271360,268006,265980,264760,264286,262609,261249,259968,258379,257082,255200,253201,251481,249523,247043,243624,240203,237019,233306,230106,226495,223063,219586,216869,214249,212140,209982,208065,206197,203995,201904,199300,197194,195451,194130,193037,192595,192841,193079,191989,189511,187472,186271,185498,185054,184332,184558,183185,181238,177260,173823,171679,171534,171382,170831,169984,169210,167893,165798,164623,164119,164858,165677,166748,166666,165861,165148,164869,164493,164461,164570,165108,165222,165195,164762,164058,163719,163884,163587,163215,162673,162555,162571,162355,161946,161515,160983,160144,159549,159537,160124,160421,160460,160344,159991,159616,158991,158714,158686,159080,159028,158925,158685,158498,158370,158114,157905,157636,158127,158487,158652,158575,158545,157887,156913,156202,155957,156072,156081,156084,155894,155685,155924,156098,156482,157027,157874,158647,159326,159534,160273,160971,161627,161958,162051,162252,162554,163342,164244,164975,165348,166094,166549,167110,167363,168141,168692,169053,169380,169545,169738,169839,170303,170924,171350,171584,171957,172524,172921,173215,173054,173051,173387,174082,175062,175937,177284,179060,181247,183447,186325,189791,194092,198786,203738
