RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021
394562,505,"Elizabeth City, NC",Msa,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103129,106029,108423,111998,114520,115638,116584,117164,117281,118151,118701,120614,121656,121742,120673,120496,122321,125265,128488,130786,134033,135082,136801,135604,136135,134798,135012,134961,134270,134134,133850,135340,135249,136325,135685,136228,135234,136548,135740,136589,136085,136742,135973,135351,135550,134911,135618,135143,135984,135377,135507,134855,134510,133248,131945,130744,130728,130504,129313,127796,125835,124610,124014,122303,121174,119221,118756,117173,114749,113051,111823,111489,110120,108982,107373,107263,107226,107355,107197,107010,107373,107259,107329,106818,107643,108507,110155,110617,111041,112108,112587,113187,111733,111139,110875,111610,111922,111288,109943,108584,106360,104500,102901,102725,103597,103351,102742,101801,101521,101528,101256,101452,101628,101664,101390,100710,100438,100535,101115,101369,100932,99594,98620,97322,97340,97276,97963,98128,98373,98738,98112,97049,96221,96658,96971,97570,97641,97418,96251,93947,91123,87696,85272,83523,82394,81758,81024,80027,78412,76834,75738,75364,74751,74777,74741,75468,75711,75256,74726,73974,73840,73960,74298,75362,76834,78733,80191,80983,80874,80213,79954,80393,80971,81187,81289,81260,82042,82427,82284,81476,81007,81526,82130,82892,83253,83853,84396,84935,84499,84105,84402,85435,86790,87833,88641,89053,89629,90200
753891,506,"Ionia, MI",Msa,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97362,95230,94087,92164,91032,89825,88394,87236,86416,85767,85282,84537,83843,83949,84210,84154,83624,83411,83749,84122,84467,84781,85117,85927,86698,87620,88031,87991,87704,87554,87473,87263,86869,86593,86176,85861,85743,85567,85549,85470,85560,85508,85308,85041,84635,84201,84019,83776,83491,83282,82635,82459,81972,81915,81713,81467,81314,80850,80304,79691,79045,78273,77565,76847,76341,75633,75041,74339,73628,72986,72245,71423,70646,69945,69457,68735,68003,67240,66564,66030,65508,65129,64893,64778,64633,64435,64156,63742,63333,62906,62588,62223,61829,61480,61059,60754,60494,60342,60178,60179,60168,60200,59992,59828,59722,59692,59688,59608,59366,59150,58967,58965,58966,59119,59421,59785,60136,60310,60592,60762,61132,61517,62041,62372,62516,62600,62663,62849,63079,63444,63597,63761,63971,64061,63936,63776,64095,64405,64768,64872,64904,64892,64957,65255,65432,65569,65720,65973,66046,65967,65833,65753,65851,65940,66173,66306,66571,67020,67601,68147,68636,69178,69828,70335,70731,71131,71536,71958,72163,72347,72474,72763,73005,73329,73558,73970,74722,75557,76322,76831,77533,78323,79097,79201,79208,79123,79569,80309,81335,82561,83408,84043,84421,85391,86600,86915,86203,85292,87011,89482,90716,90531,90357,91598,92152,91841,91145,91923,94101,96663,97047,96907,97816,100172,103141,105599,109197,113687
394305,507,"Alamogordo, NM",Msa,NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75043,75180,75079,74888,73853,73188,72978,73677,73995,74275,74622,75211,75888,76130,76559,77002,78765,80281,81801,82459,83745,84176,84585,84669,84903,85242,85467,85812,86475,87205,86754,85267,83556,84127,84879,85654,86018,86781,87331,88005,87729,86650,85536,85967,87179,88096,88313,88779,89176,89608,90285,90691,91402,91701,92501,92446,92768,92488,92312,91447,90526,90011,90064,90440,90737,91299,91503,91954,91988,92408,93002,94003,95132,95949,96297,96483,96814,97338
395016,508,"Red Bluff, CA",Msa,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127250,125711,124098,120928,117725,115008,112910,111084,109254,107199,105308,102931,100821,98756,97568,96486,95891,95135,94075,93012,92213,91973,91844,92257,92548,92956,92827,92887,92707,92444,92049,91702,91443,91087,90641,90482,90368,90282,89858,89376,89020,88733,88420,88049,87558,87311,87174,87418,87670,87838,87928,88090,88337,88777,90492,92583,94907,96155,97155,98019,99116,100498,101988,103637,105198,106785,107703,108583,109418,110700,112146,113372,114258,114960,115983,116744,117590,117885,118339,118011,117782,117625,117912,118199,118908,119542,119830,119811,119909,120135,119606,119241,118903,118989,118973,119060,119276,119482,119689,120153,120041,120095,120995,122654,124114,124510,124660,124956,125122,125254,125953,126770,127042,126572,125536,125017,124635,125153,125639,126232,126302,126493,125332,124037,124739,127426,129212,128999,127925,128307,128891,129725,130751,131970,133867,136174,137346,137344,137507,139585,142214,143631,143945,144385,145403,145955,146217,146133,146524,147160,148213,148558,148925,149392,150707,151822,152575,153644,154960,156471,157857,159368
394693,509,"Hudson, NY",Msa,NY,74862,74975,74813,74826,74867,74870,74729,74517,74488,74384,74298,74187,73684,73222,73070,73279,73402,73641,74078,74413,74510,74670,75089,75657,76884,77703,78509,78685,79006,79308,79529,80285,81127,82222,82746,83125,83438,84216,84909,85205,85499,85704,86339,86717,87177,87362,87858,88349,88664,88973,89465,90395,91076,91833,92415,92966,93290,93650,94213,94824,95463,96063,96653,97336,98028,98794,99406,99940,100584,101314,102172,103170,104232,105101,105843,106644,107606,108603,109673,110750,111638,112371,113285,114238,115237,116132,117230,118348,119313,120048,120841,122124,124033,126313,127481,128445,129180,130929,132572,134185,135895,137871,140755,142906,144588,144935,145898,147313,149496,152022,154337,156565,158262,159841,159736,160631,161510,164298,168040,171150,173071,171546,170723,170372,171939,173979,175808,176893,177629,178607,179229,180197,181276,184284,186522,188741,189894,190367,192279,193627,195802,196557,195916,194319,192614,192098,192184,191674,190547,189304,187499,186309,185228,184522,184211,183940,184146,183771,183192,182251,181492,181025,180596,180024,178656,177072,175954,175557,175450,175494,175514,176125,176446,176609,176442,176505,176766,177115,177187,177258,177270,176903,176253,175468,175051,174744,174833,174762,174992,175706,176528,177244,177227,177180,177377,177487,177932,178259,178525,178937,178852,178597,178294,178350,178604,178814,179120,179617,179903,180266,180536,180792,181390,181822,182487,182475,182701,183023,183309,183658,183807,184020,184458,184788,185323,185966,186886,187978,188754,189310,189653,190099,190292,190447,190423,190574,190672,191225,191169,191155,190809,191287,191999,192306,192315,192104,192337,192410,192529,191186,190089,189161,189941,190336,190018,189639,190703,193075,194347,195047,195174,196644,197864,199059,198915,199031,199956,202237,203434,203691,204576,207204,210330,212335,214311,215677,217517,218082,219652,219797,220760,219923,220387,219692,219589,220005,220709,221167,221108,222034,223373,224601,225291,226927,228059,229562,230995,232603,234361,236977,240380,243977,246961,250877,255472,260929
395105,510,"Somerset, KY",Msa,KY,32224,32401,32136,32333,32521,32912,33285,33357,33177,32993,32925,33394,33849,34565,36002,36865,37838,38218,38302,38408,39071,40467,41607,41577,41177,40279,39245,37942,36642,36171,36605,37950,38916,38625,38333,38845,39769,40347,40287,40850,41585,41905,41364,40325,39716,39242,39066,37927,37326,37018,37637,38111,38282,38083,38156,38373,38335,38977,39300,40334,40638,40776,41029,41704,42204,42704,42907,43081,43149,42642,42580,42500,42581,42425,41388,40058,38881,38460,38057,37854,37545,37772,37665,37368,37053,36984,37247,37534,38354,38953,39518,39570,39656,39555,39608,39790,39950,40016,40246,40619,40755,40541,40216,40223,40387,40593,40564,40475,40366,40338,40484,40417,40318,40126,40505,40675,41045,41140,41383,41323,41002,40814,40371,40181,39835,39931,40068,40500,40905,41276,41139,41007,41185,41676,42041,42077,42112,41789,41167,40244,39450,38837,39047,39125,39905,40173,41036,41752,42107,42821,42976,43527,43445,43385,43446,43744,43501,42942,42088,41694,41831,41565,41704,41517,41526,41525,41271,41538,41706,41779,41807,41662,41494,41841,42188,43236,43749,44465,44320,44553,44617,45393,45527,45369,45330,44921,44687,43139,42975,42654,43650,43288,42593,41858,41392,41623,41397,41335,41368,41616,41456,41253,40350,39960,39659,39786,39747,39837,40445,40410,39973,39635,39095,38171,37525,36954,36767,35631,35450,34822,33888,33352,33080,33174,33380,34226,34595,35035,35241,35754,35461,34975,35129,35291,35912,36450,37024,37128,37410,37582,38215,38953,40482,42094,43043,44116,44127,44513,44378,44480,44984,45648,46079,46933,47717,49276,49980,49910,50173,49975,50673,51702,52030,53100,53706,54318,54055,53355,54131,55934,58084,60375,62125,64168,66558,67785,69416,70953,72384,73080,72867,72407,71887,71692,71760,71308,70799,69999,68793,68127,68173,69092,70107,71405,72545,72804,73229,73776,74310,75420,76754,77563,78030,78148,78218,77866
394496,511,"Coos Bay, OR",Msa,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83399,83571,83293,83465,83413,83722,83771,84159,84770,85425,86287,87289,88497,89519,90903,92179,93796,95396,97289,99041,100509,102141,103505,104887,106172,107626,109457,110537,112024,112937,114190,115014,115805,116471,117200,117796,118214,118475,118673,118755,118608,118237,118262,118255,118786,119010,119240,119074,118711,118229,117581,117214,116828,116760,116317,115733,114245,113019,111813,110926,109864,108882,108039,107246,106252,105269,104268,103399,102892,102459,102048,101909,101874,101926,101591,101188,100831,100241,99572,98745,98053,97394,96807,95903,95126,94236,93655,93040,92549,92194,92058,92114,92104,91945,91757,91654,91424,91364,91332,91575,91851,92205,92467,92769,93048,93460,93870,94503,95201,95832,96427,96904,97514,98178,99032,99621,100300,100772,101467,101704,102070,102406,102990,103617,104105,104511,104721,105274,105910,107035,108020,109367,110510,111613,112516,113331,114205,114811,115854,116746,117728,118133,118432,118513,118795,119443,120308,121055,121491,122241,122695,123273,123395,124021,124396,124473,124439,124564,125073,125386,125789,126048,126170,126403,126935,127546,128394,130296,132064,132954,133187,133846,135251,136384,137860,139283,140963,141750,142793,143754,145667,147572,148448,149457,150599,152875,153840,153097,151648,151614,151993,151844,150621,150423,151598,153051,153953,154263,155417,158154,161448,164284,166860,169926,173707,177216,180672,184145,188287
395199,512,"Walla Walla, WA",Msa,WA,52300,52177,52197,52252,52294,52335,52354,52614,52884,53185,53277,53449,53576,53916,54294,54671,55045,55431,55834,56109,56388,56582,56964,57181,57421,57686,57706,57788,58117,58503,58853,58803,58847,59255,59910,60672,61534,62060,62699,62994,62912,62849,63217,63935,64519,64424,64317,64292,64318,64488,64709,64989,65450,65852,65926,65918,65989,66493,66915,67271,67594,67844,68104,68530,68944,69245,69517,69856,70170,70391,70574,70823,71063,71308,71317,71230,71080,71200,71237,71198,71119,71021,71130,71176,71382,71542,71912,72114,72359,72390,72587,72899,73268,73802,74151,74544,74829,75499,76435,77437,78280,78916,79509,79862,80507,81291,82647,83702,84659,84882,84767,84864,85134,85885,86725,88171,88973,89415,88439,88395,88421,89380,89932,90543,91385,92301,93060,93232,93645,94218,95827,96597,97186,97425,98584,100462,102343,103620,104580,105137,105962,106738,107608,108751,109661,110096,109554,107414,105075,103377,102646,102392,101641,100319,98642,97017,95809,94725,93832,93509,92982,92176,91074,89971,89122,88616,88285,87669,87256,86952,86856,86576,86441,86254,85810,85369,84942,84544,84039,83653,83091,82549,81855,81338,80817,80404,80102,79903,79768,79765,79681,79584,79338,79144,79224,79389,79700,79987,80370,80556,80687,80875,81286,81767,82326,82870,83333,83794,84102,84514,84818,85383,85853,86234,86522,86830,87398,87915,88428,88743,89149,89436,89826,90200,90717,91201,91743,92399,92775,93199,93833,94850,95884,96734,97507,98292,99105,100092,100939,101633,102457,103340,103778,103969,104210,105041,105912,106681,107482,108175,109203,110335,111524,112611,113664,114774,115936,116921,117943,118883,119803,120791,121589,122561,123502,124534,125687,126868,127807,128480,128869,129277,129642,130089,130619,130591,130673,131095,132202,133515,134474,135245,135662,136358,136964,137475,137318,137125,137518,139128,140660,140671,139667,139062,139599,140333,141124,142033,143603,145649,147396,148226,148987,151130,154653,158379
395071,513,"Sayre, PA",Msa,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100009,98508,99019,99877,101470,102347,102897,104157,105508,106642,107366,108294,109437,112156,113200,113210,112399,112703,113605,113588,113600,113315,113470,113077,112454,112127,112130,112142,111843,111429,111123,110238,109431,109355,109768,110398,110760,110865,111247,111243,110814,110705,110000,110163,109439,109408,108775,108369,107868,107190,106109,106240,106384,106645,106253,105954,106294,106165,105862,105901,107016,108861,110766,109963,109495,108292,109109,109441,109721,109504,109850,110442,111753,112703,113365,114386,114777,115157,114583,115445,116229,117815,117731,117187,113667,110450,107089,106260,105519,106077,107130,107327,106823,105664,105711,106218,107226,108704,109611,109576,109414,109646,110029,109281,108961,108465,108682,107849,108072,106611,107138,106936,108713,108782,108248,108145,108318,109590,110030,110602,110512,110816,110536,110847,109871,109689,109194,108955,108798,108459,108142,108414,109208,112187,114490,117240,118647,118643,118690,119548,120922,121890,123876,124372,125046,121846,120263,117916,117307,117118,116975,116083,114942,113805,111827,111205,110233,111909,112457,112452,111818,112492,114046,116040,117387,118336,118788,118689,118723,118164,117709,118009,118306,117885,116898,116061,115852,115478,115700,115711,115896,115762,115632,115684,115831,115892,116179,116154,116086,116380,116652,117143,117558,118109,118841,119266,119764
394939,514,"Oneonta, NY",Msa,NY,41413,41113,40999,40715,40655,40532,40425,39995,39597,39327,39295,39286,39710,40298,40773,40602,40296,40033,39925,39978,40101,40046,39929,39799,39348,38719,38153,38090,37978,38019,37897,38027,37955,38015,37923,37834,37274,36898,36429,36738,36845,36925,36907,37405,38055,38481,38407,38393,38650,39079,39536,39818,40249,40777,41204,41116,41039,41122,41651,42101,42711,43055,43383,43278,43300,43215,43355,43628,43796,44242,44651,45225,45520,45901,46410,47105,47634,48250,48813,49310,49556,49471,49449,49573,50003,50438,50763,51082,51416,51674,51763,52038,52840,53814,54499,54750,54993,55440,56040,56612,57448,58084,58893,59293,59475,59561,60085,60898,61716,62381,63244,63933,64317,64499,65094,66111,67871,69435,70709,71462,72116,72958,73378,74080,74711,76813,78447,80036,79980,80193,80404,81578,82934,83912,84860,85584,86904,87168,87247,87054,87800,88638,89424,89445,89258,89176,89143,89067,88681,88200,87965,87700,87508,87051,86559,86165,85907,85674,85361,84933,84402,83900,83296,82733,82070,81697,81455,81394,81186,81101,81132,81302,81311,81456,81637,82001,82134,82022,81883,81779,81703,81319,80971,80742,80766,80594,80453,80307,80405,80450,80472,80359,80324,80407,80518,80576,80577,80586,80553,80481,80461,80520,80570,80631,80759,80908,81016,81052,81121,81347,81559,81633,81657,81881,82260,82630,82931,83317,83628,83933,84071,84281,84582,85113,85529,85854,85861,85987,85834,85854,86051,86483,87020,87362,87778,88030,88414,88524,89070,89560,90529,91146,91720,91925,92268,92610,92874,93247,93527,94166,94528,94994,95236,95526,95764,96269,96773,97458,97948,98404,98767,99175,99603,100011,100328,100888,101520,102152,102575,102842,103387,103857,104603,105003,105258,105384,105728,106293,106757,107141,107408,107782,108155,108802,109272,109593,109850,110220,110837,110959,111021,111076,111313,111804,112091,112544,112845,113470,114283,115135,115777,116702,117784,118985,120252,121396
394605,515,"Fort Madison, IA",Msa,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46500,46241,46114,45545,45408,45405,45458,45421,45353,45426,45231,45112,45272,45577,45903,46407,46647,46599,46489,46588,46820,47001,47361,47529,47453,47420,47269,47427,47046,46986,46975,46874,46689,46249,46194,46404,46320,46057,45534,45056,44798,44469,44126,43881,43600,43583,43448,43083,42793,42391,42422,42324,42307,42138,42113,41902,41892,41380,41141,40727,40773,40842,40912,40873,40762,40883,40651,40914,41224,42069,42171,42640,42820,43305,43028,42669,42349,42548,43131,42810,41820,40592,40330,39827,39127,38286,38226,38913,39522,39260,38621,38271,38674,38838,38902,39207,39965,40651,41069,40735,40151,39695,39584,39774,39939,40241,40239,40024,39501,38917,38511,38306,38391,38720,39061,39457,39766,39944,40091,39910,40022,40097,40028,39844,39797,39891,39893,39623,38906,38871,38897,39408,39276,39559,39979,40580,40728,40589,40548,40785,41373,41646,41812,42101,42562,42633,42578,42414,42962,43384,43664,43314,43029,42397,42114,41581,41601,41627,41703,41750,41231,40860,40547,40780,40916,41072,41077,41278,41325,41452,41485,41628,41803,41966,42244,42503,42687,42671,42552,42086,41572,41132,41197,41436,41746,41916,41898,41808,41803,42005,42282,42768,43253,43650,43702,43581,43494
394360,516,"Baraboo, WI",Msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104630,105523,106111,106978,108304,109665,110270,109231,108234,107152,106643,105428,105240,104447,103554,102079,100294,98946,98769,100059,100542,100811,100050,100158,99095,98446,97981,98943,99125,98054,96126,94923,94558,94501,94584,94463,93831,93163,92726,92145,91719,91655,91749,91549,91314,90900,90569,90120,90013,90292,89897,89355,88507,88140,87756,87204,86619,86102,85619,85316,85102,84629,84368,84135,84243,84238,84336,84570,84447,84171,83816,83482,83194,82884,82767,82558,82297,81930,81747,81371,81262,81234,81390,81218,80988,80700,80541,80347,80296,80284,80210,80238,80239,80331,80302,80401,80236,80299,80160,80185,79983,79839,79988,80176,80266,79978,79772,79601,79797,79884,80118,80278,80423,80577,80282,80108,80089,80468,80781,81009,81253,81251,81261,81272,81496,81607,81554,81884,82264,82623,82555,82822,82987,83299,83225,83001,82655,82381,82416,81619,80534,79193,78432,77587,77145,77051,77410,77679,78049,78336,78758,79252,79803,80886,82195,83156,83320,83138,82944,83039,82870,82674,82382,82255,82556,82626,82588,82639,82851,83617,84248,85100,85751,86976,88142,89377,90089,90600,90808,91044,91353,91180,91110,90939,91440,91526,91712,91674,91856,92244,92894,93578,94316,95238,96185,97099,97720,98466
753903,517,"Marietta, OH",Msa,OH,39546,39588,39544,39551,39531,39647,39733,39862,40073,40414,40893,41353,41391,41331,41121,41262,41514,41808,42150,42369,42734,42944,43235,43476,44536,45509,47123,48184,49246,49686,50189,50788,51065,51165,50778,50413,49850,49950,49700,49516,49023,49125,49167,49431,49403,49820,50328,51399,52072,52281,52173,52207,52381,52626,52622,52415,52580,53085,53802,54096,54281,54550,54944,55354,55761,55993,56482,56815,57414,57320,57398,57046,57119,57086,57338,57579,57807,58020,57982,58157,57958,57983,57779,58106,58223,58507,58529,58677,58735,58745,58909,59158,59297,59469,59555,59695,59525,59420,59439,59526,59766,59893,60228,60057,60192,60110,60327,60354,61042,61268,61307,61010,60902,61183,61140,61427,61406,61635,61579,61589,61044,60932,60853,61122,61141,61082,61127,61125,61293,61323,61315,61091,61014,60947,60857,60582,60453,60294,60026,59948,60027,60189,60118,59985,60089,59918,60072,59800,59332,58520,58185,58026,57555,56928,56532,56357,56075,55709,55280,55124,54878,54780,54347,53548,52790,52029,51689,51372,50834,50459,49856,49633,49583,49507,49354,49089,49048,49036,48763,48468,48262,48113,47961,47639,47392,47313,47301,47433,47435,47547,47542,47520,47568,47549,47633,47526,47271,46901,46744,46742,46739,46628,46632,46699,46811,46974,47198,47423,47721,48049,48170,48230,48194,48308,48349,48427,48476,48464,48354,48455,48585,48744,48865,48955,49340,49641,50098,50314,50487,50729,51099,51409,51526,51671,52017,52490,52760,52951,53016,53217,53434,53614,53817,54108,54665,55127,55428,55624,55850,56378,56820,57392,57927,58650,59299,59708,60000,60316,60676,61019,61315,61474,61664,61907,62319,62635,62819,63154,63559,63998,64484,64841,65365,65571,66127,66483,66865,67069,67299,67595,67741,68005,68224,68826,69237,69921,69997,70097,69961,69985,70068,70139,70553,71077,71596,71844,72105,72364,72929,73576,74370,75166,75953,76714,77301,77770
395049,518,"Salina, KS",Msa,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75568,77105,77522,78405,78060,77585,76949,75980,75060,74147,72870,71385,69922,67924,66376,64951,65083,65087,65025,65061,65153,65016,64928,65086,65535,65995,66416,66845,66609,66409,66216,66430,66037,65594,65742,65866,65785,64865,63516,62315,61859,61875,62471,62733,63603,64920,65776,66312,65919,65845,66018,66234,65986,65770,64803,64183,62919,61551,60122,59086,59134,59211,59304,59144,59082,58854,58874,58397,58237,57962,58402,58681,58949,59205,59854,60252,60632,60347,59953,59912,60421,61150,61039,60885,59915,59250,58067,58017,57780,58280,58760,59253,59108,58848,58771,58819,58987,59102,59177,58770,58516,58181,58212,57995,57931,57705,57636,57552,57788,57870,58111,58167,58328,58590,58490,58536,58513,58804,59105,59347,59764,60118,60607,60911,61106,61080,61161,61434,61810,61759,61565,61297,60942,60736,60535,60786,60988,61222,61430,61478,61443,61534,61501,61627,61630,61582,61442,61265,61396,61503,61579,61626,61745,61922,62264,62541,62929,63324,63784,64124,64306,64569
395044,519,"Rutland, VT",Msa,VT,91573,91418,91422,91274,91204,91035,90799,90950,90511,90531,90399,91017,92052,92887,93435,93484,93738,93768,93151,92695,92930,93376,93746,93837,93228,92624,92244,92854,93117,94512,97556,99173,100906,101079,102192,101985,101968,102482,102959,103157,103371,102404,100653,99455,98868,98670,97655,96905,96498,96421,96483,96531,96924,97286,97402,97566,97065,97310,97716,98965,100176,100889,101510,101559,101454,102253,103419,104724,105952,106874,107897,108396,109163,109966,110772,111944,112723,113498,113967,114307,114119,113848,114374,115141,115627,115699,115910,116215,116923,117855,119265,120667,122309,124066,124708,125187,125237,126318,127151,128219,129595,129070,128351,127456,128136,129030,129745,130874,131846,132725,134464,136918,139499,142081,143635,144965,145235,145924,147187,148470,149895,150946,150577,149265,146892,146893,148278,150206,151575,151049,151097,150535,150500,150982,152014,153425,154185,153647,152511,150754,151829,153381,155505,155850,157173,155745,154418,152008,152398,152521,152717,154311,152530,152284,149196,149765,149126,150852,151592,152429,151427,151148,150544,149383,149108,148016,148454,147123,147271,146928,147565,147768,148626,149296,150087,150323,150593,150694,150492,150530,148514,146838,145319,145477,145373,144550,143945,143650,143503,143825,144356,145015,146278,147856,148853,148791,148328,148495,148718,148996,148723,148643,147928,146814,145148,143764,143030,142615,141639,140580,139480,137716,137359,135092,134423,133540,133466,131123,128453,126720,126759,126879,127077,127740,127112,127299,127032,126890,126528,127061,127607,126715,125463,124312,123240,122443,122116,122756,122865,122824,123067,123699,124077,125369,125612,126140,126105,126250,125678,124655,123343,123456,123354,124115,124160,123991,124121,124162,124670,124889,125725,126450,127536,127873,128438,128025,130113,131472,133421,133715,134262,134547,134956,135587,136330,136614,136294,136742,135122,134414,132525,132581,132462,133263,133824,133943,133826,133909,134861,134970,134276,133322,133936,135773,137362,138129,138808,139957,141338,143051,144473,146528,149942,153463,156376,157915
